  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1950          60     0.02230  0.02206  0.50   63629    1403   62927   969110  15.23
  1950          61     0.02434  0.02405  0.50   62226    1497   61477   906183  14.56
  1950          62     0.02654  0.02619  0.50   60729    1591   59934   844706  13.91
  1950          63     0.03059  0.03013  0.50   59138    1782   58247   784772  13.27
  1950          64     0.03174  0.03124  0.50   57356    1792   56460   726525  12.67
  1950          65     0.03611  0.03547  0.50   55564    1971   54579   670064  12.06
  1950          66     0.03974  0.03896  0.50   53594    2088   52550   615486  11.48
  1950          67     0.04243  0.04155  0.50   51505    2140   50435   562936  10.93
  1950          68     0.04688  0.04581  0.50   49366    2261   48235   512501  10.38
  1950          69     0.05249  0.05114  0.50   47104    2409   45900   464266   9.86
  1950          70     0.05476  0.05330  0.50   44695    2382   43504   418366   9.36
  1950          71     0.06187  0.06001  0.50   42313    2539   41043   374862   8.86
  1950          72     0.06637  0.06424  0.50   39774    2555   38496   333818   8.39
  1950          73     0.07213  0.06962  0.50   37219    2591   35923   295322   7.93
  1950          74     0.08031  0.07721  0.50   34627    2674   33291   259399   7.49
  1950          75     0.08657  0.08298  0.50   31954    2651   30628   226108   7.08
  1950          76     0.09259  0.08849  0.50   29303    2593   28006   195480   6.67
  1950          77     0.10080  0.09596  0.50   26710    2563   25428   167474   6.27
  1950          78     0.11427  0.10810  0.50   24146    2610   22841   142046   5.88
  1950          79     0.11902  0.11234  0.50   21536    2419   20327   119205   5.54
  1950          80     0.13676  0.12801  0.50   19117    2447   17893    98878   5.17
  1950          81     0.14746  0.13734  0.50   16670    2289   15525    80985   4.86
  1950          82     0.16504  0.15246  0.50   14380    2192   13284    65460   4.55
  1950          83     0.17642  0.16212  0.50   12188    1976   11200    52176   4.28
  1950          84     0.19093  0.17429  0.50   10212    1780    9322    40976   4.01
  1950          85     0.20870  0.18898  0.50    8432    1594    7635    31653   3.75
  1950          86     0.23505  0.21033  0.50    6839    1438    6120    24018   3.51
  1950          87     0.24464  0.21798  0.50    5400    1177    4812    17898   3.31
  1950          88     0.26852  0.23673  0.50    4223    1000    3723    13087   3.10
  1950          89     0.28926  0.25271  0.50    3223     815    2816     9363   2.90
  1950          90     0.32218  0.27748  0.50    2409     668    2075     6547   2.72
  1950          91     0.34082  0.29120  0.50    1740     507    1487     4473   2.57
  1950          92     0.38795  0.32492  0.50    1234     401    1033     2986   2.42
  1950          93     0.36157  0.30621  0.50     833     255     705     1952   2.34
  1950          94     0.43872  0.35979  0.50     578     208     474     1247   2.16
  1950          95     0.44016  0.36076  0.50     370     133     303      773   2.09
  1950          96     0.46693  0.37855  0.50     236      90     192      470   1.99
  1950          97     0.49394  0.39611  0.50     147      58     118      278   1.89
  1950          98     0.52102  0.41334  0.50      89      37      70      161   1.81
  1950          99     0.54801  0.43015  0.50      52      22      41       90   1.73
  1950         100     0.57476  0.44646  0.50      30      13      23       49   1.66
  1950         101     0.60111  0.46220  0.50      16       8      13       26   1.60
  1950         102     0.62692  0.47730  0.50       9       4       7       14   1.54
  1950         103     0.65205  0.49173  0.50       5       2       3        7   1.48
  1950         104     0.67639  0.50545  0.50       2       1       2        3   1.44
  1950         105     0.69984  0.51843  0.50       1       1       1        2   1.39
  1950         106     0.72230  0.53066  0.50       1       0       0        1   1.35
  1950         107     0.74372  0.54213  0.50       0       0       0        0   1.32
  1950         108     0.76405  0.55285  0.50       0       0       0        0   1.29
  1950         109     0.78325  0.56283  0.50       0       0       0        0   1.26
  1950         110+    0.80132  1.00000  1.25       0       0       0        0   1.25
  1951           0     0.05564  0.05329  0.21  100000    5329   95769  6101254  61.01
  1951           1     0.01247  0.01240  0.50   94671    1173   94084  6005485  63.44
  1951           2     0.00914  0.00910  0.50   93498     850   93073  5911400  63.23
  1951           3     0.00700  0.00698  0.50   92647     646   92324  5818328  62.80
  1951           4     0.00492  0.00491  0.50   92001     452   91775  5726004  62.24
  1951           5     0.00286  0.00285  0.50   91549     261   91418  5634229  61.54
  1951           6     0.00217  0.00217  0.50   91288     198   91189  5542810  60.72
  1951           7     0.00172  0.00172  0.50   91090     157   91011  5451621  59.85
  1951           8     0.00136  0.00136  0.50   90933     124   90871  5360610  58.95
  1951           9     0.00116  0.00116  0.50   90809     106   90756  5269739  58.03
  1951          10     0.00105  0.00105  0.50   90703      95   90656  5178983  57.10
  1951          11     0.00094  0.00093  0.50   90608      85   90566  5088328  56.16
  1951          12     0.00097  0.00097  0.50   90523      88   90479  4997762  55.21
  1951          13     0.00103  0.00103  0.50   90435      94   90388  4907283  54.26
  1951          14     0.00110  0.00110  0.50   90342     100   90292  4816895  53.32
  1951          15     0.00128  0.00128  0.50   90242     115   90184  4726603  52.38
  1951          16     0.00158  0.00158  0.50   90127     142   90055  4636419  51.44
  1951          17     0.00187  0.00186  0.50   89984     168   89900  4546363  50.52
  1951          18     0.00227  0.00226  0.50   89816     203   89715  4456463  49.62
  1951          19     0.00275  0.00274  0.50   89613     246   89490  4366748  48.73
  1951          20     0.00301  0.00301  0.50   89367     269   89233  4277258  47.86
  1951          21     0.00315  0.00314  0.50   89099     280   88959  4188025  47.00
  1951          22     0.00352  0.00351  0.50   88819     312   88663  4099066  46.15
  1951          23     0.00380  0.00379  0.50   88507     335   88339  4010404  45.31
  1951          24     0.00409  0.00408  0.50   88171     360   87992  3922065  44.48
  1951          25     0.00400  0.00400  0.50   87812     351   87636  3834073  43.66
  1951          26     0.00419  0.00418  0.50   87461     365   87278  3746437  42.84
  1951          27     0.00423  0.00422  0.50   87096     368   86912  3659158  42.01
  1951          28     0.00417  0.00416  0.50   86728     361   86548  3572247  41.19
  1951          29     0.00430  0.00429  0.50   86367     370   86182  3485699  40.36
  1951          30     0.00431  0.00430  0.50   85997     370   85812  3399517  39.53
  1951          31     0.00422  0.00421  0.50   85627     361   85446  3313705  38.70
  1951          32     0.00415  0.00414  0.50   85266     353   85089  3228259  37.86
  1951          33     0.00428  0.00427  0.50   84913     363   84732  3143169  37.02
  1951          34     0.00423  0.00423  0.50   84550     357   84371  3058438  36.17
  1951          35     0.00446  0.00445  0.50   84193     375   84005  2974066  35.32
  1951          36     0.00452  0.00451  0.50   83818     378   83629  2890061  34.48
  1951          37     0.00471  0.00470  0.50   83440     392   83244  2806432  33.63
  1951          38     0.00484  0.00483  0.50   83048     401   82848  2723188  32.79
  1951          39     0.00520  0.00518  0.50   82647     428   82433  2640340  31.95
  1951          40     0.00525  0.00524  0.50   82219     431   82003  2557907  31.11
  1951          41     0.00557  0.00555  0.50   81788     454   81561  2475904  30.27
  1951          42     0.00579  0.00578  0.50   81334     470   81099  2394343  29.44
  1951          43     0.00603  0.00601  0.50   80864     486   80621  2313244  28.61
  1951          44     0.00675  0.00672  0.50   80378     540   80107  2232624  27.78
  1951          45     0.00671  0.00669  0.50   79837     534   79570  2152516  26.96
  1951          46     0.00720  0.00718  0.50   79303     569   79018  2072946  26.14
  1951          47     0.00801  0.00798  0.50   78734     628   78420  1993928  25.32
  1951          48     0.00846  0.00842  0.50   78106     658   77777  1915508  24.52
  1951          49     0.00900  0.00896  0.50   77448     694   77101  1837731  23.73
  1951          50     0.00954  0.00949  0.50   76754     729   76390  1760629  22.94
  1951          51     0.01017  0.01012  0.50   76026     769   75641  1684240  22.15
  1951          52     0.01099  0.01093  0.50   75256     823   74845  1608599  21.37
  1951          53     0.01221  0.01214  0.50   74434     903   73982  1533754  20.61
  1951          54     0.01269  0.01261  0.50   73530     927   73067  1459772  19.85
  1951          55     0.01437  0.01427  0.50   72603    1036   72085  1386705  19.10
  1951          56     0.01519  0.01507  0.50   71567    1079   71028  1314619  18.37
  1951          57     0.01689  0.01674  0.50   70488    1180   69898  1243592  17.64
  1951          58     0.01862  0.01845  0.50   69308    1279   68669  1173693  16.93
  1951          59     0.01925  0.01907  0.50   68029    1297   67381  1105024  16.24
  1951          60     0.02147  0.02124  0.50   66732    1417   66024  1037644  15.55
  1951          61     0.02322  0.02296  0.50   65315    1499   64565   971620  14.88
  1951          62     0.02547  0.02515  0.50   63815    1605   63013   907055  14.21
  1951          63     0.02802  0.02763  0.50   62211    1719   61351   844042  13.57
  1951          64     0.03201  0.03151  0.50   60492    1906   59539   782691  12.94
  1951          65     0.03337  0.03282  0.50   58586    1923   57624   723152  12.34
  1951          66     0.03745  0.03676  0.50   56663    2083   55621   665527  11.75
  1951          67     0.04110  0.04027  0.50   54580    2198   53481   609906  11.17
  1951          68     0.04487  0.04389  0.50   52382    2299   51232   556425  10.62
  1951          69     0.05020  0.04897  0.50   50083    2453   48857   505193  10.09
  1951          70     0.05465  0.05320  0.50   47630    2534   46363   456336   9.58
  1951          71     0.05894  0.05725  0.50   45096    2582   43806   409972   9.09
  1951          72     0.06510  0.06305  0.50   42515    2681   41174   366167   8.61
